drug_id,drug_name,smiles
RxNorm:6038,isoniazid,C1=CN=CC=C1C(=O)NN
RxNorm:480167,lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
RxNorm:6313,leucovorin,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
RxNorm:6809,metformin,CN(C)C(=N)N=C(N)N
RxNorm:6826,methazolamide,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
RxNorm:6835,methimazole,CN1C=CNC1=S
RxNorm:6851,methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
RxNorm:6915,metoclopramide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
RxNorm:6960,midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
RxNorm:15996,mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
RxNorm:30077,mivacurium,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C
RxNorm:30125,modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
RxNorm:7145,mycophenolic acid,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O
RxNorm:7242,naloxone,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
RxNorm:53654,nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
RxNorm:49737,esmolol,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
RxNorm:9947,sotalol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
RxNorm:46303,amisulpride,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
RxNorm:725,amphetamine,CC(CC1=CC=CC=C1)N
RxNorm:1673265,aripiprazole lauroxil,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=C1C=C(C=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
RxNorm:89013,aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
MeSH:C515878,ataluren,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F
RxNorm:6185,labetalol,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
RxNorm:2045726,avatrombopag,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl
RxNorm:1543543,belinostat,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO
RxNorm:6918,metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
RxNorm:149,acebutolol,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
RxNorm:1658314,brexpiprazole,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4
RxNorm:1739745,brivaracetam,CCCC1CC(=O)N(C1)C(CC)C(=O)N
Drugbank:DB12752,bucindolol,CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O
RxNorm:7226,nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
RxNorm:1202,atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
RxNorm:31555,nebivolol,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
RxNorm:8332,pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
RxNorm:1520,betaxolol,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
RxNorm:8787,propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
RxNorm:19484,bisoprolol,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
RxNorm:20352,carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
RxNorm:3328,dibekacin,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N
RxNorm:2101,carisoprodol,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
RxNorm:734064,desvenlafaxine,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
RxNorm:596723,cerivastatin,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O
RxNorm:72625,duloxetine,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
RxNorm:44281,cevimeline,CC1OC2(CN3CCC2CC3)CS1
RxNorm:2555,cisplatin,N.N.Cl[Pt]Cl
RxNorm:21241,clobazam,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
RxNorm:2626,clozapine,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
RxNorm:3002,cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl
RxNorm:3008,cyclosporine,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
RxNorm:136198,darifenacin,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
RxNorm:3109,daunorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
RxNorm:1876905,deutetrabenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
RxNorm:3289,dextromethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
RxNorm:3322,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
RxNorm:3407,digoxin,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
RxNorm:266856,divalproex sodium,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
RxNorm:68091,dolasetron,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54
RxNorm:1433868,dolutegravir,CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
RxNorm:135447,donepezil,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
RxNorm:224925,dronabinol,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
RxNorm:5470,hydralazine,C1=CC=C2C(=C1)C=NN=C2NN
RxNorm:1998,captopril,CC(CS)C(=O)N1CCCC1C(=O)O
RxNorm:1547220,eliglustat,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O
RxNorm:797195,fesoterodine,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
RxNorm:4493,fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
RxNorm:4441,flecainide,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
RxNorm:1665509,flibanserin,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F
RxNorm:50121,fluticasone propionate,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
RxNorm:4603,furosemide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
RxNorm:4637,galantamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
RxNorm:328134,gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
RxNorm:12574,gemcitabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
RxNorm:5093,haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
RxNorm:5487,hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
RxNorm:5650,idarubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
RxNorm:6901,methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
RxNorm:6857,methoxyflurane,COC(C(Cl)Cl)(F)F
RxNorm:7337,netilmicin,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
RxNorm:662281,nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
RxNorm:8183,phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
RxNorm:8356,piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
RxNorm:61381,olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
RxNorm:7455,nitrofural,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
RxNorm:7517,norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
RxNorm:32592,oxaliplatin,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
RxNorm:70561,palonosetron,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5
RxNorm:7454,nitrofurantoin,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
RxNorm:714438,pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
RxNorm:7531,nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
RxNorm:7646,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
RxNorm:26225,ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
RxNorm:40790,pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
RxNorm:7934,paromomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
RxNorm:8076,perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
RxNorm:2197878,pitolisant,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl
RxNorm:NA,ribostamycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N
RxNorm:1311280,platinum,[Pt]
RxNorm:8700,procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
RxNorm:8754,propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
RxNorm:8794,propylthiouracil,CCCC1=CC(=O)NC(=S)N1
RxNorm:8886,protriptyline,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
RxNorm:51272,quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
RxNorm:9068,quinidine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
RxNorm:56795,sufentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
RxNorm:72143,raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
RxNorm:719872,raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
RxNorm:73056,risedronate,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
RxNorm:35636,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
RxNorm:84108,rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
RxNorm:435,salbutamol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
RxNorm:36117,salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
RxNorm:136411,sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
RxNorm:2121085,siponimod,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O
RxNorm:35302,sirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
RxNorm:9997,spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
RxNorm:357977,sunitinib,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
RxNorm:117466,tenofovir,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O
RxNorm:37801,terbinafine,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
RxNorm:16689,aceclofenac,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
RxNorm:10390,tetrabenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
RxNorm:3355,diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
RxNorm:283742,esomeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
RxNorm:5640,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
RxNorm:114979,rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
RxNorm:140587,celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
RxNorm:10502,thioridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
RxNorm:10600,timolol,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
RxNorm:69120,tiotropium,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
RxNorm:32968,clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
RxNorm:195085,efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
RxNorm:4502,flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
RxNorm:119565,tolterodine,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
RxNorm:10759,triamcinolone,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
RxNorm:1918219,valbenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C(C(C)C)N)OC)OC
RxNorm:11118,valproic acid,CCCC(CCC)C(=O)O
RxNorm:1243041,ivacaftor,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
RxNorm:17128,lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
RxNorm:121243,voriconazole,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
RxNorm:77492,tamsulosin,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
RxNorm:115698,ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
RxNorm:114176,zuclopenthixol,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
RxNorm:816346,dexlansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
RxNorm:3523,metamizole,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O
RxNorm:343047,atazanavir,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC
RxNorm:1256,azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
RxNorm:27340,desflurane,C(C(F)(F)F)(OC(F)F)F
RxNorm:3920,enflurane,C(C(OC(F)F)(F)F)(F)Cl
RxNorm:5095,halothane,C(C(F)(F)F)(Cl)Br
RxNorm:2049549,plazomicin,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CNCCO)N)N)NC(=O)C(CCN)O)O
